"premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","weather","hmdx","hmdx_flag","pressure","pressure_flag","rel_hum","rel_hum_flag","temp","temp_dew","temp_dew_flag","temp_flag","visib","visib_flag","wind_chill","wind_chill_flag","wind_dir","wind_dir_flag","wind_spd","wind_spd_flag","annual_growth_rate","current_ppl","current_children_ppl","current_youth_ppl","current_working_ppl","current_pre_retirement_ppl","current_seniors_ppl","current_older_ppl"
"Outside","Theft Of Motor Vehicle",2016,1,8,8,"Friday",23,"D52",77,"Waterfront Communities-The Island (77)",43.6473236,-79.3928604,2016-01-08 23:30:00,NA,NA,NA,99.86,NA,94,NA,3.1,2.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.52,65913,3650,7840,45105,4680,4635,365
"Outside","Theft Of Motor Vehicle",2016,1,9,9,"Saturday",1,"D43",127,"Bendale (127)",43.7540207,-79.2460632,2016-01-09 01:23:00,NA,NA,NA,99.79,NA,97,NA,3.5,3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.075,29960,4550,4605,12050,3535,5250,900
"Commercial","Theft Of Motor Vehicle",2016,1,9,9,"Saturday",10,"D42",130,"Milliken (130)",43.823288,-79.251442,2016-01-09 10:47:00,NA,NA,NA,99.78,NA,94,NA,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,26572,3675,3195,10565,4030,5115,880
"Outside","Theft Of Motor Vehicle",2016,1,9,9,"Saturday",15,"D32",34,"Bathurst Manor (34)",43.75494,-79.4414063,2016-01-09 15:50:00,NA,NA,NA,99.77,NA,88,NA,7.8,5.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.028,15873,2325,1940,6655,2030,2940,710
"Commercial","Theft Of Motor Vehicle",2016,1,9,9,"Saturday",19,"D31",26,"Downsview-Roding-CFB (26)",43.7198334,-79.5138016,2016-01-09 19:30:00,NA,NA,NA,99.81,NA,93,NA,6.9,5.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,35052,5725,4340,15045,4380,5535,870
"House","Theft Of Motor Vehicle",2016,1,9,9,"Saturday",22,"D23",1,"West Humber-Clairville (1)",43.7552872,-79.6030884,2016-01-09 22:00:00,NA,NA,NA,99.65,NA,86,NA,7.3,5.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,33312,5060,5445,13845,3990,4980,615
"House","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",0,"D41",124,"Kennedy Park (124)",43.7222824,-79.2621231,2016-01-10 00:00:00,NA,NA,NA,99.46,NA,85,NA,6.5,4.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,17123,2775,2175,7120,2510,2550,330
"Outside","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",7,"D22",20,"Alderwood (20)",43.5998383,-79.5330811,2016-01-10 07:00:00,NA,NA,NA,98.35,NA,96,NA,6.8,6.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,12054,1760,1235,5220,1825,2015,320
"Commercial","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",15,"D23",8,"Humber Heights-Westmount (8)",43.6875839,-79.5289307,2016-01-10 15:00:00,NA,NA,NA,97.25,NA,84,NA,4.4,1.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,10948,1450,1140,3790,1510,3045,950
"Outside","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",17,"D42",130,"Milliken (130)",43.8064194,-79.2914352,2016-01-10 17:00:00,NA,NA,NA,97.85,NA,78,NA,-0.3,-3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,26572,3675,3195,10565,4030,5115,880
"Outside","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",17,"D31",26,"Downsview-Roding-CFB (26)",43.7209167,-79.5086365,2016-01-10 17:40:00,NA,NA,NA,97.85,NA,78,NA,-0.3,-3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,35052,5725,4340,15045,4380,5535,870
"Other","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",20,"D11",83,"Dufferin Grove (83)",43.6499863,-79.4370117,2016-01-10 20:00:00,NA,NA,NA,98.57,NA,65,NA,-2.1,-7.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.029,11785,1285,1065,6680,1235,1515,175
"Outside","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",20,"D23",1,"West Humber-Clairville (1)",43.7181282,-79.5990524,2016-01-10 20:15:00,NA,NA,NA,98.57,NA,65,NA,-2.1,-7.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,33312,5060,5445,13845,3990,4980,615
"Commercial","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",21,"D22",14,"Islington-City Centre West (14)",43.6190147,-79.5636063,2016-01-10 21:00:00,NA,NA,NA,98.68,NA,69,NA,-2.9,-7.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,43965,5820,4695,20640,5400,7405,1480
"Other","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",23,"D31",24,"Black Creek (24)",43.7697029,-79.5300827,2016-01-10 23:00:00,NA,NA,NA,98.95,NA,82,NA,-4.6,-7.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,21737,4600,3290,8525,2425,2870,370
"Outside","Theft Of Motor Vehicle",2016,1,10,10,"Sunday",23,"D22",14,"Islington-City Centre West (14)",43.6197662,-79.552475,2016-01-10 23:00:00,NA,NA,NA,98.95,NA,82,NA,-4.6,-7.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,43965,5820,4695,20640,5400,7405,1480
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",8,"D31",24,"Black Creek (24)",43.7604637,-79.5097809,2016-01-11 08:30:00,NA,NA,NA,99.66,NA,78,NA,-7.6,-10.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,21737,4600,3290,8525,2425,2870,370
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",9,"D51",75,"Church-Yonge Corridor (75)",43.6499252,-79.3744125,2016-01-11 09:00:00,NA,NA,NA,99.76,NA,70,NA,-7.2,-11.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.106,31340,1260,5060,18780,3235,3010,250
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",10,"D43",137,"Woburn (137)",43.7725258,-79.2328262,2016-01-11 10:00:00,NA,NA,NA,99.85,NA,65,NA,-6.8,-12.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.003,53485,9625,7660,21945,6245,8010,1130
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",11,"D11",91,"Weston-Pellam Park (91)",43.6744347,-79.4589691,2016-01-11 11:00:00,NA,NA,NA,99.9,NA,62,NA,-6,-12.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.076,11098,1675,1415,5275,1415,1325,150
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",17,"D22",14,"Islington-City Centre West (14)",43.6101265,-79.5569077,2016-01-11 17:00:00,NA,NA,NA,100.1,NA,53,NA,-7,-14.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,43965,5820,4695,20640,5400,7405,1480
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",17,"D33",47,"Don Valley Village (47)",43.7818451,-79.3424835,2016-01-11 17:00:00,NA,NA,NA,100.1,NA,53,NA,-7,-14.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.012,27051,4065,3280,11860,3145,4700,665
"House","Theft Of Motor Vehicle",2016,1,11,11,"Monday",18,"D23",6,"Kingsview Village-The Westway (6)",43.6983604,-79.5459595,2016-01-11 18:00:00,NA,NA,NA,100.16,NA,54,NA,-7.3,-15,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,22000,4240,3020,8635,2550,3585,575
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",19,"D41",122,"Birchcliffe-Cliffside (122)",43.6830406,-79.2849808,2016-01-11 19:30:00,NA,NA,NA,100.18,NA,57,NA,-8.1,-15.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.02,22291,3345,2440,9075,3520,3910,630
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",19,"D12",23,"Pelmo Park-Humberlea (23)",43.7140923,-79.5315094,2016-01-11 19:45:00,NA,NA,NA,100.18,NA,57,NA,-8.1,-15.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.231,10722,1745,1370,4645,1390,1590,205
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",21,"D41",119,"Wexford/Maryvale (119)",43.7388,-79.3084641,2016-01-11 21:30:00,NA,NA,NA,100.1,NA,60,NA,-8.7,-15,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,27917,4215,3650,11380,3940,4715,905
"Outside","Theft Of Motor Vehicle",2016,1,11,11,"Monday",21,"D12",29,"Maple Leaf (29)",43.7205162,-79.4807281,2016-01-11 21:30:00,NA,NA,NA,100.1,NA,60,NA,-8.7,-15,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,10111,1500,1265,4110,1205,2030,380
"Outside","Theft Of Motor Vehicle",2016,1,12,12,"Tuesday",2,"D12",30,"Brookhaven-Amesbury (30)",43.7086601,-79.4780655,2016-01-12 02:55:00,NA,NA,NA,99.7,NA,73,NA,-7.7,-11.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.002,17757,3360,2460,7625,2185,2130,285
"Outside","Theft Of Motor Vehicle",2016,1,12,12,"Tuesday",7,"D32",33,"Clanton Park (33)",43.733387,-79.4528656,2016-01-12 07:10:00,NA,NA,NA,98.89,NA,92,NA,-3.5,-4.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.127,16472,2765,1910,7470,1935,2375,400
"Outside","Theft Of Motor Vehicle",2016,1,12,12,"Tuesday",10,"D14",85,"South Parkdale (85)",43.6391106,-79.4394989,2016-01-12 10:30:00,NA,NA,NA,98.59,NA,77,NA,-1.2,-4.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.028,21849,2115,2275,12440,2475,2540,360
"House","Theft Of Motor Vehicle",2016,1,12,12,"Tuesday",18,"D41",123,"Cliffcrest (123)",43.7260933,-79.2436218,2016-01-12 18:00:00,NA,NA,NA,98.75,NA,74,NA,-6.2,-10.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.015,15935,2575,2145,6070,2445,2695,370
"House","Theft Of Motor Vehicle",2016,1,12,12,"Tuesday",21,"D41",126,"Dorset Park (126)",43.7552338,-79.2843399,2016-01-12 21:00:00,NA,NA,NA,99.17,NA,64,NA,-5.7,-11.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,25003,4250,3155,10485,3330,3780,790
"Outside","Theft Of Motor Vehicle",2016,1,12,12,"Tuesday",22,"D11",84,"Little Portugal (84)",43.6473045,-79.4327087,2016-01-12 22:00:00,NA,NA,NA,99.29,NA,57,NA,-6.1,-13.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.291,15559,1400,1605,9385,1325,1855,255
"Commercial","Theft Of Motor Vehicle",2016,1,13,13,"Wednesday",0,"D51",73,"Moss Park (73)",43.653492,-79.3592834,2016-01-13 00:01:00,NA,NA,NA,99.51,NA,63,NA,-6.7,-12.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.258,20506,1540,2060,12530,2495,1900,140
"Outside","Theft Of Motor Vehicle",2016,1,13,13,"Wednesday",0,"D23",1,"West Humber-Clairville (1)",43.7090645,-79.5872574,2016-01-13 00:01:00,NA,NA,NA,99.51,NA,63,NA,-6.7,-12.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,33312,5060,5445,13845,3990,4980,615
"Outside","Theft Of Motor Vehicle",2016,1,13,13,"Wednesday",4,"D23",1,"West Humber-Clairville (1)",43.7420883,-79.6260757,2016-01-13 04:00:00,NA,NA,NA,99.86,NA,72,NA,-8.7,-12.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,33312,5060,5445,13845,3990,4980,615
"Outside","Theft Of Motor Vehicle",2016,1,13,13,"Wednesday",18,"D22",20,"Alderwood (20)",43.6053696,-79.5289383,2016-01-13 18:00:00,NA,NA,NA,99.91,NA,68,NA,-7.9,-12.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,12054,1760,1235,5220,1825,2015,320
"House","Theft Of Motor Vehicle",2016,1,13,13,"Wednesday",19,"D32",51,"Willowdale East (51)",43.7820015,-79.395874,2016-01-13 19:00:00,NA,NA,NA,99.87,NA,68,NA,-7.9,-12.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.12,50434,5920,6940,25850,5460,6270,830
"House","Theft Of Motor Vehicle",2016,1,13,13,"Wednesday",22,"D13",107,"Oakwood Village (107)",43.6923866,-79.4355392,2016-01-13 22:00:00,NA,NA,NA,99.64,NA,73,NA,-7.1,-11.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,21210,3130,2275,9535,2590,3700,540
"House","Theft Of Motor Vehicle",2016,1,13,13,"Wednesday",23,"D55",70,"South Riverdale (70)",43.6574364,-79.3433609,2016-01-13 23:00:00,NA,NA,NA,99.56,NA,81,NA,-7.2,-9.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.087,27876,3975,2445,15025,3120,3330,520
"Outside","Theft Of Motor Vehicle",2016,1,13,13,"Wednesday",23,"D33",45,"Parkwoods-Donalda (45)",43.7522316,-79.3318024,2016-01-13 23:30:00,NA,NA,NA,99.56,NA,81,NA,-7.2,-9.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,34805,5840,4680,14780,4265,5250,775
"House","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",0,"D23",5,"Elms-Old Rexdale (5)",43.7217369,-79.557106,2016-01-14 00:30:00,NA,NA,NA,99.5,NA,86,NA,-7.2,-9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,9456,1805,1440,3700,1255,1275,145
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",1,"D41",123,"Cliffcrest (123)",43.7182274,-79.2403641,2016-01-14 01:00:00,NA,NA,NA,99.41,NA,85,NA,-7.2,-9.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.015,15935,2575,2145,6070,2445,2695,370
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",6,"D41",119,"Wexford/Maryvale (119)",43.7636719,-79.3099899,2016-01-14 06:00:00,NA,NA,NA,99.41,NA,75,NA,-6.8,-10.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,27917,4215,3650,11380,3940,4715,905
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",7,"D11",83,"Dufferin Grove (83)",43.6583405,-79.4427338,2016-01-14 07:00:00,NA,NA,NA,99.44,NA,76,NA,-6.5,-10,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.029,11785,1285,1065,6680,1235,1515,175
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",11,"D52",78,"Kensington-Chinatown (78)",43.6582603,-79.398201,2016-01-14 11:00:00,NA,NA,NA,99.67,NA,66,NA,-3.3,-8.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.03,17945,1315,3350,8760,1795,2705,480
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",16,"D43",139,"Scarborough Village (139)",43.7404671,-79.2232285,2016-01-14 16:30:00,NA,NA,NA,99.64,NA,63,NA,-1.5,-7.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,16724,3365,2360,6685,2095,2225,430
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",17,"D12",29,"Maple Leaf (29)",43.7125664,-79.4891968,2016-01-14 17:00:00,NA,NA,NA,99.67,NA,65,NA,-1.7,-7.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,10111,1500,1265,4110,1205,2030,380
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",19,"D32",51,"Willowdale East (51)",43.7649689,-79.4086227,2016-01-14 19:50:00,NA,NA,NA,99.77,NA,76,NA,-2.1,-5.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.12,50434,5920,6940,25850,5460,6270,830
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",20,"D32",31,"Yorkdale-Glen Park (31)",43.7140884,-79.4547501,2016-01-14 20:00:00,NA,NA,NA,99.79,NA,81,NA,-2.2,-5.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.008,14804,1960,1870,5860,1810,3295,775
"House","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",20,"D42",116,"Steeles (116)",43.8061295,-79.3288803,2016-01-14 20:00:00,NA,NA,NA,99.79,NA,81,NA,-2.2,-5.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.016,24623,3150,2685,9500,3515,5755,955
"House","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",21,"D13",31,"Yorkdale-Glen Park (31)",43.714241,-79.4491501,2016-01-14 21:00:00,NA,NA,NA,99.73,NA,85,NA,-2.2,-4.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.008,14804,1960,1870,5860,1810,3295,775
"Outside","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",21,"D41",126,"Dorset Park (126)",43.7658043,-79.2810745,2016-01-14 21:30:00,NA,NA,NA,99.73,NA,85,NA,-2.2,-4.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,25003,4250,3155,10485,3330,3780,790
"House","Theft Of Motor Vehicle",2016,1,14,14,"Thursday",22,"D31",24,"Black Creek (24)",43.7614975,-79.5231934,2016-01-14 22:00:00,NA,NA,NA,99.66,NA,89,NA,-2,-3.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,21737,4600,3290,8525,2425,2870,370
"House","Theft Of Motor Vehicle",2016,1,15,15,"Friday",3,"D31",25,"Glenfield-Jane Heights (25)",43.7544861,-79.5181274,2016-01-15 03:00:00,NA,NA,NA,99.49,NA,89,NA,0,-1.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,30491,5790,4520,11590,3605,5005,700
"Outside","Theft Of Motor Vehicle",2016,1,15,15,"Friday",12,"D11",93,"Dovercourt-Wallace Emerson-Junction (93)",43.6661148,-79.454567,2016-01-15 12:00:00,NA,NA,NA,99.08,NA,93,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.058,36625,4480,3925,19790,3935,4515,595
"House","Theft Of Motor Vehicle",2016,1,15,15,"Friday",13,"D22",14,"Islington-City Centre West (14)",43.6523361,-79.5485535,2016-01-15 13:00:00,NA,NA,NA,98.93,NA,93,NA,2.7,1.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,43965,5820,4695,20640,5400,7405,1480
"Outside","Theft Of Motor Vehicle",2016,1,15,15,"Friday",14,"D31",22,"Humbermede (22)",43.7418175,-79.5308533,2016-01-15 14:00:00,NA,NA,NA,98.87,NA,93,NA,2.2,1.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.019,15545,2945,2225,6445,1760,2160,260
"House","Theft Of Motor Vehicle",2016,1,15,15,"Friday",16,"D32",37,"Willowdale West (37)",43.7644615,-79.4387741,2016-01-15 16:00:00,NA,NA,NA,98.74,NA,93,NA,1.9,0.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.129,16936,1785,2230,7480,2070,3370,655
"Outside","Theft Of Motor Vehicle",2016,1,15,15,"Friday",17,"D22",14,"Islington-City Centre West (14)",43.6164207,-79.5462875,2016-01-15 17:40:00,NA,NA,NA,98.66,NA,92,NA,1.6,0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,43965,5820,4695,20640,5400,7405,1480
"Outside","Theft Of Motor Vehicle",2016,1,15,15,"Friday",18,"D31",25,"Glenfield-Jane Heights (25)",43.7572365,-79.5177307,2016-01-15 18:00:00,NA,NA,NA,98.65,NA,91,NA,1.8,0.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,30491,5790,4520,11590,3605,5005,700
"Outside","Theft Of Motor Vehicle",2016,1,15,15,"Friday",20,"D23",1,"West Humber-Clairville (1)",43.7155609,-79.5947952,2016-01-15 20:20:00,NA,NA,NA,98.48,NA,95,NA,2.8,2.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,33312,5060,5445,13845,3990,4980,615
"Outside","Theft Of Motor Vehicle",2016,1,15,15,"Friday",22,"D55",64,"Woodbine Corridor (64)",43.6728897,-79.3146667,2016-01-15 22:00:00,NA,NA,NA,98.25,NA,93,NA,4.5,3.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.072,12541,2325,1035,6165,1625,1380,170
"Outside","Theft Of Motor Vehicle",2016,1,15,15,"Friday",23,"D14",81,"Trinity-Bellwoods (81)",43.654953,-79.4156036,2016-01-15 23:19:00,NA,NA,NA,98.19,NA,81,NA,5.4,2.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,16556,1745,1630,9210,1625,2350,330
"House","Theft Of Motor Vehicle",2016,1,16,16,"Saturday",0,"D12",113,"Weston (113)",43.7060318,-79.5312347,2016-01-16 00:01:00,NA,NA,NA,98.15,NA,83,NA,5,2.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,17992,3100,2225,7785,2430,2445,395
"Outside","Theft Of Motor Vehicle",2016,1,16,16,"Saturday",1,"D23",1,"West Humber-Clairville (1)",43.7138481,-79.5811157,2016-01-16 01:00:00,NA,NA,NA,98.04,NA,94,NA,3.9,3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,33312,5060,5445,13845,3990,4980,615
"Outside","Theft Of Motor Vehicle",2016,1,16,16,"Saturday",16,"D14",78,"Kensington-Chinatown (78)",43.6487122,-79.4009399,2016-01-16 16:30:00,NA,NA,NA,99.12,NA,64,NA,-1.5,-7.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.03,17945,1315,3350,8760,1795,2705,480
"Outside","Theft Of Motor Vehicle",2016,1,16,16,"Saturday",18,"D14",82,"Niagara (82)",43.6374741,-79.40522,2016-01-16 18:00:00,NA,NA,NA,99.37,NA,61,NA,-1.9,-8.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.466,31180,2055,2415,23320,1885,1510,95
"Outside","Theft Of Motor Vehicle",2016,1,16,16,"Saturday",19,"D31",27,"York University Heights (27)",43.765274,-79.4936829,2016-01-16 19:00:00,NA,NA,NA,99.44,NA,64,NA,-2,-7.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.004,27593,4045,4750,12290,2965,3530,400
"Outside","Theft Of Motor Vehicle",2016,1,16,16,"Saturday",23,"D42",131,"Rouge (131)",43.8292618,-79.2288971,2016-01-16 23:00:00,NA,NA,NA,99.59,NA,75,NA,-2.1,-5.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,46496,7960,6700,18510,6690,6625,685
"Outside","Theft Of Motor Vehicle",2016,1,17,17,"Sunday",2,"D54",66,"Danforth (66)",43.6795692,-79.341774,2016-01-17 02:40:00,NA,NA,NA,99.56,NA,70,NA,-1.9,-6.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.024,9666,1675,920,4370,1195,1515,195
"Commercial","Theft Of Motor Vehicle",2016,1,17,17,"Sunday",3,"D51",75,"Church-Yonge Corridor (75)",43.6621399,-79.378006,2016-01-17 03:00:00,NA,NA,NA,99.62,NA,66,NA,-1.1,-6.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.106,31340,1260,5060,18780,3235,3010,250
"Commercial","Theft Of Motor Vehicle",2016,1,17,17,"Sunday",7,"D55",68,"North Riverdale (68)",43.6654892,-79.352623,2016-01-17 07:00:00,NA,NA,NA,99.53,NA,62,NA,-0.5,-6.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,11916,1960,1170,5490,1645,1660,140
"Apartment","Theft Of Motor Vehicle",2016,1,17,17,"Sunday",13,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7536201,-79.5870972,2016-01-17 13:00:00,NA,NA,NA,99.32,NA,75,NA,-2,-5.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,32954,7090,5240,13615,3475,3560,300
"Outside","Theft Of Motor Vehicle",2016,1,17,17,"Sunday",13,"D41",119,"Wexford/Maryvale (119)",43.7284737,-79.2848282,2016-01-17 13:30:00,NA,NA,NA,99.32,NA,75,NA,-2,-5.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,27917,4215,3650,11380,3940,4715,905
"Outside","Theft Of Motor Vehicle",2016,1,17,17,"Sunday",21,"D22",14,"Islington-City Centre West (14)",43.643158,-79.5328445,2016-01-17 21:00:00,NA,NA,NA,99.42,NA,66,NA,-8.8,-14,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,43965,5820,4695,20640,5400,7405,1480
"Outside","Theft Of Motor Vehicle",2016,1,17,17,"Sunday",22,"D41",120,"Clairlea-Birchmount (120)",43.7206879,-79.2887878,2016-01-17 22:00:00,NA,NA,NA,99.4,NA,68,NA,-8.9,-13.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.089,26984,4565,3495,11940,3360,3630,660
"Outside","Theft Of Motor Vehicle",2016,1,18,18,"Monday",8,"D11",93,"Dovercourt-Wallace Emerson-Junction (93)",43.6623611,-79.4444122,2016-01-18 08:30:00,NA,NA,NA,99.74,NA,84,NA,-9.9,-12,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.058,36625,4480,3925,19790,3935,4515,595
"House","Theft Of Motor Vehicle",2016,1,18,18,"Monday",10,"D51",75,"Church-Yonge Corridor (75)",43.6535034,-79.3742905,2016-01-18 10:00:00,NA,NA,NA,99.81,NA,81,NA,-8.9,-11.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.106,31340,1260,5060,18780,3235,3010,250
"Outside","Theft Of Motor Vehicle",2016,1,18,18,"Monday",10,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.756237,-79.5883484,2016-01-18 10:00:00,NA,NA,NA,99.81,NA,81,NA,-8.9,-11.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,32954,7090,5240,13615,3475,3560,300
"House","Theft Of Motor Vehicle",2016,1,18,18,"Monday",12,"D23",1,"West Humber-Clairville (1)",43.7330933,-79.6116486,2016-01-18 12:01:00,NA,NA,NA,99.82,NA,67,NA,-8.1,-13.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,33312,5060,5445,13845,3990,4980,615
"Outside","Theft Of Motor Vehicle",2016,1,18,18,"Monday",14,"D51",71,"Cabbagetown-South St.James Town (71)",43.6629181,-79.3743515,2016-01-18 14:00:00,NA,NA,NA,99.83,NA,51,NA,-6.9,-15.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.032,11669,800,1035,5855,1715,2250,305
